dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
1086,4,Still I don't believe they should be taught about this stuff.,"LGBTs just want to brainwash our children. There should be no teaching about gender identity and sexual orientation in school, and it will only lead to bullying. How can this brainwashing help the children if they'll end up being bullied? Still I don't believe they should be taught about this stuff.",0.040183347,0.3969567
682,0,Niggas shouldn't be part of our society. They are just too different from us.,Niggas shouldn't be part of our society. They are just too different from us.,0.7510937,0.7510937
682,2,But we mustn't confuse diversity and inclusion with black supremacy.,Niggas shouldn't be part of our society. They are just too different from us. But we mustn't confuse diversity and inclusion with black supremacy.,0.36095104,0.7252971
599,0,Immigrants should all be deported.,Immigrants should all be deported.,0.5559701,0.5559701
599,2,"I don't care about rights: immigrants are overrunning our country, and are here illegally","Immigrants should all be deported. I don't care about rights: immigrants are overrunning our country, and are here illegally",0.43720075,0.5559701
333,0,Immigrants steal our jobs.,Immigrants steal our jobs.,0.5885171,0.5885171
333,2,"Still, they steal our pensions.","Immigrants steal our jobs. Still, they steal our pensions.",0.23162876,0.5921536
333,4,How can you be so sure?,"Immigrants steal our jobs. Still, they steal our pensions. How can you be so sure?",0.013885498,0.52272606
340,0,"Jews are not a religion, they are a detestable race.","Jews are not a religion, they are a detestable race.",0.76523775,0.76523775
340,2,"Well, one of their tradition is to control Hollywood and the media.","Jews are not a religion, they are a detestable race. Well, one of their tradition is to control Hollywood and the media.",0.041915078,0.6426206
1004,0,"Gay people have a tendency to rape children, they are disgusting people.","Gay people have a tendency to rape children, they are disgusting people.",0.85850734,0.85850734
1004,2,My feeling is that they are a burden to society.,"Gay people have a tendency to rape children, they are disgusting people. My feeling is that they are a burden to society.",0.33504707,0.82048255
1004,4,"How can it be, if they are faggots?","Gay people have a tendency to rape children, they are disgusting people. My feeling is that they are a burden to society. How can it be, if they are faggots?",0.75208336,0.8460273
1004,6,"I don't care, I still think they are a burden.","Gay people have a tendency to rape children, they are disgusting people. My feeling is that they are a burden to society. How can it be, if they are faggots? I don't care, I still think they are a burden.",0.27975297,0.83334327
1323,0,I hate when black people start acting like they are superior to others. They were born to be savages.,I hate when black people start acting like they are superior to others. They were born to be savages.,0.7510937,0.7510937
1323,2,Because black people's race is the worst in the world.,I hate when black people start acting like they are superior to others. They were born to be savages. Because black people's race is the worst in the world.,0.78207105,0.7701451
1323,4,"I am not interested in this. They are different to us in so many ways. They may think and feel like us, but are unable to experience the fullness of our humanity.","I hate when black people start acting like they are superior to others. They were born to be savages. Because black people's race is the worst in the world. I am not interested in this. They are different to us in so many ways. They may think and feel like us, but are unable to experience the fullness of our humanity.",0.077668175,0.6289369
666,0,Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,0.37751234,0.37751234
666,2,"I know for sure that they have never cared about women, they just want to oppress men. They should just be stopped!","Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male. I know for sure that they have never cared about women, they just want to oppress men. They should just be stopped!",0.30452284,0.4269174
496,0,Muslims are not welcome in our country.,Muslims are not welcome in our country.,0.6989911,0.6989911
496,2,Because they don't do anything for us.,Muslims are not welcome in our country. Because they don't do anything for us.,0.021667719,0.6426206
496,4,"But they are not like us, they cannot coexist with us.","Muslims are not welcome in our country. Because they don't do anything for us. But they are not like us, they cannot coexist with us.",0.03639866,0.6020386
