text,parent_text,text_score,parent_score,actual_score,api_score
 Lot of proportion ships viewed in Shipbucket and that used by Walle83 is different. I think this is created by Walle83. For example i can´t found any drawings of Ivan Gren on Shipbucket page... ,"Your ship drawings have been created using parts taken from Shipbucket.com. We have a very strict Fair Use Agreement (viewable here: http://www.shipbucket.com/fairuse.php). You are NOT the original author of these drawings and as admin of Shipbucket, I kindly request their replacement with a properly-credited drawing or their outright deletion.   Lot of proportion ships viewed in Shipbucket and that used by Walle83 is different. I think this is created by Walle83. For example i can´t found any drawings of Ivan Gren on Shipbucket page... ",0.019351736,0.03545588,0,0.1594
I guess not.  ,Are you still interested in working on this Secret? I didn't want to make a lot of changes without your input since you were the one who initiated this discussion. Let me know.  I guess not.  ,0.017843807,0.11202335,0,0.062
"That list is almost ready, there are a few dates and content pieces that should be verified and/or finished, but for the most part it is ready to go...I am currently out of the country for a few months with little time available to edit. In addition, most of my main source material is back in the states...when I have a chance, I will do what I can to update the list, thanks   ","I think that  might be ready for the main stream.  That list is almost ready, there are a few dates and content pieces that should be verified and/or finished, but for the most part it is ready to go...I am currently out of the country for a few months with little time available to edit. In addition, most of my main source material is back in the states...when I have a chance, I will do what I can to update the list, thanks   ",0.016712861,0.0154562555,0,0.0699
"Not helpful. I was responding to Tony, who I think missed the point. WMC inserted himself to snark. ++: /","Why don't you boys take it outside? Or better yet, self-topic ban yourselves from each other.  Not helpful. I was responding to Tony, who I think missed the point. WMC inserted himself to snark. ++: /",0.16245349,0.2854733,0,0.2281
"I added an infobox and will look to expand it here soon. I also moved it to its official name, Contra Dam. A bit abnormal, but I moved the main image over to the left too. It is quite impressive and speaks to its height. We'll see how it goes with that.  ","No problem. Just working on further organizing everything. Thanks for the stub, I made that empty cat by accident. There are good resources on the WP:DAMS page, for dams ~100m high, there is this but I used this Japanese source with the Aburumagawa Dam. That site, by the way, is where I think all of the .ja Wiki articles came from. So it should be a source for all the articles pulled over.  I added an infobox and will look to expand it here soon. I also moved it to its official name, Contra Dam. A bit abnormal, but I moved the main image over to the left too. It is quite impressive and speaks to its height. We'll see how it goes with that.  ",0.081625134,0.031449065,0,0.1381
"Fine. Then the matter is concluded. However, I ''will'' not for one second think that lying can be anything other than incivility. And I also don't think saying ""what the hell?"" is very civil. Most Wikipedians delete such comment on talk pages on sight.  ","Agree with the above.   Fine. Then the matter is concluded. However, I ''will'' not for one second think that lying can be anything other than incivility. And I also don't think saying ""what the hell?"" is very civil. Most Wikipedians delete such comment on talk pages on sight.  ",0.3625127,0.34328604,0,0.5059
"I know Pennsylvania Route 29 is two segments, but is one article as the two segments were once connected. ''''''","For US and Interstate highways, it should be considered a contiguous highway, unless the federal definition also has a discontinuity. For state highways, I think it has to be a judgment call, barring evidence like mentioned in my previous post.  I know Pennsylvania Route 29 is two segments, but is one article as the two segments were once connected. ''''''",0.014890783,0.016587202,0,0.0296
"I've tried to webcite HR articles in the past and it never worked, so I doubt we'll have much luck with archives.   "," For starters, we'll have to go through a lot of work on these pages before long.   I've tried to webcite HR articles in the past and it never worked, so I doubt we'll have much luck with archives.   ",0.03015274,0.025674535,0,0.0902
"Just found this, Gallup made it convenient.  ","Already covered in Presidency of Barack Obama.  Just found this, Gallup made it convenient.  ",0.017341165,0.02685301,0,0.0831
" For completeness, note this discussion at the Manual of Style about non-English characters in article titles for IDNS.  — ","Defining “before” and “after” in this context might be helpful. If I understand you and this is just a display issue one probably could overcome it using right-to-left marks, the html dir attribute, etc. as appropriate. See Bi-directional text#Unicode support. ―cobaltcigs For completeness, note this discussion at the Manual of Style about non-English characters in article titles for IDNS.  — ",0.011246625,0.013320025,0,0.0664
